JASID,自治体コード,遺跡番号,種類,所在地（代表地番）,時代,名称・備考,旧市番号,地図,経度,緯度
14137013900,14137,麻生区No.139,集落跡,川崎市麻生区黒川989ほか,縄文,黒川地区遺跡群No.15遺跡,黒川-20,84,139.4619116,35.61967696
14137014000,14137,麻生区No.140,集落跡,川崎市麻生区黒川1121ほか,縄文,黒川地区遺跡群No.17遺跡,黒川-21,84,139.4614138,35.61868619
14137014100,14137,麻生区No.141,集落跡,川崎市麻生区黒川1155ほか,縄文,黒川地区遺跡群No.18遺跡,黒川-22,84,139.4597386,35.61926419
14137014200,14137,麻生区No.142,集落跡,川崎市麻生区黒川1157ほか,縄文,黒川地区遺跡群No.20遺跡,黒川-23,84,139.4590027,35.61876706
14137014300,14137,麻生区No.143,散布地,川崎市麻生区黒川1236ほか,縄文,黒川地区遺跡群No.23遺跡,黒川-24,88,139.4566338,35.61716227
14137014400,14137,麻生区No.144,集落跡,川崎市麻生区黒川1248ほか,縄文,黒川地区遺跡群No.24・25遺跡,黒川-25,84,139.4589302,35.6167644
14137014500,14137,麻生区No.145,散布地,川崎市麻生区黒川1283ほか,縄文,黒川地区遺跡群No.26遺跡,黒川-26,84,139.4635272,35.61729032
14137014600,14137,麻生区No.146,散布地,川崎市麻生区黒川1273ほか,縄文,黒川地区遺跡群No.27遺跡,黒川-27,84,139.4631703,35.615648
14137014700,14137,麻生区No.147,散布地,川崎市麻生区黒川1300ほか,縄文,黒川地区遺跡群No.28遺跡,黒川-28,84,139.4641257,35.614911
14137014800,14137,麻生区No.148,散布地,川崎市麻生区黒川726ほか,縄文,黒川地区遺跡群No.29遺跡,黒川-29,84,139.4661744,35.61553636
14137015000,14137,麻生区No.150,集落跡,川崎市麻生区片平1600,縄文,金井原遺跡,五力田-16,85,139.4797318,35.59833356
14137015100,14137,麻生区No.151,集落跡,川崎市麻生区向原2-13ほか,縄文　古墳,川崎市麻生区土地区画整理事業地内遺跡,後原-2,79,139.4968832,35.61588019
14137015200,14137,麻生区No.152,やぐら,川崎市麻生区王禅寺371,中世　近世,王禅寺通やぐら遺跡,早野-27,76,139.5164087,35.58179237
14137015300,14137,麻生区No.153,横穴墓,川崎市麻生区上麻生7-23,古墳,亀井横穴墓群,岡上-28,82,139.5018517,35.57937167
14137015400,14137,麻生区No.154,横穴墓,川崎市麻生区下麻生990,古墳,花島横穴墓群,早野-29,76,139.508514,35.580406
14137015500,14137,麻生区No.155,その他の墓,川崎市麻生区岡上744-5,中世,,岡上-14,82,139.4873734,35.5800684
14137015600,14137,麻生区No.156,散布地,川崎市麻生区黒川859,縄文,黒川地区遺跡群No.８遺跡,黒川-30,83,139.4656367,35.62348641
14137015700,14137,麻生区No.157,古墳,川崎市麻生区王禅寺東5-141付近,古墳,王禅寺東古墳,早野-30,76,139.5136514,35.58104497
14137015800,14137,麻生区No.158,散布地,川崎市麻生区黒川2120ほか,縄文　近世,黒川明坪遺跡,別所-2,88,139.4514643,35.61003471
14137015900,14137,麻生区No.159,横穴墓,川崎市麻生区岡上1096,古墳,,—,82,139.4816227,35.57749948
14137016000,14137,麻生区No.160,散布地,川崎市麻生区上麻生7-759ほか,縄文,月讀神社境内遺跡,—,77,139.5049126,35.58040022
14137016100,14137,麻生区No.161,散布地,川崎市宮前区潮見台24,縄文,東百合ヶ丘3丁目遺跡,稗原-5,70,139.5264873,35.59384673
14137016200,14137,麻生区No.162,横穴墓,川崎市麻生区上麻生5-20付近,古墳,上麻生大ヶ谷戸横穴墓群,—,81,139.4998183,35.59193505
